Linear Regression,Neural Network,kNN,Random Forest,SVM,Tree,Magnetic Saturation,Composition ID,Reference DOI
1.259735107,1.205259018,1.205403307,1.160383874,1.281632994,1.167431409,0.877016653,1100100011,https://doi.org/10.1016/S0304-8853(99)00600-9
0.678253174,0.660294851,0.643277027,0.669884199,0.69277275,0.643277027,0.583293919,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
0.760650635,0.740526878,0.668811937,0.669884199,0.775195738,0.643277027,0.618378378,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
0.97543335,0.798806125,0.698811937,0.711304179,0.936526151,0.643277027,0.728158784,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.05960083,0.877576995,0.825777027,0.809641069,1.020702819,0.794675941,0.784983108,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
0.907867432,0.914091844,0.857984234,0.821120795,0.922504907,0.884476352,0.804763514,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.201568604,1.065158859,1.002882883,0.900665238,1.162750947,0.884476352,0.964189189,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.035858154,1.100154101,1.160292793,0.99932622,1.05052359,1.205143581,1.150810811,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.33303833,1.260306615,1.295551802,1.055785248,1.294276991,1.205143581,1.259476351,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.20413208,1.344007183,1.541233108,1.432500455,1.218876926,1.517230844,1.525304054,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.517913818,1.57810271,1.547573198,1.547620001,1.532785751,1.508382804,1.542719595,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.284759521,1.425428688,1.541233108,1.503501578,1.299546233,1.517230844,1.545929054,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.631866455,1.671528411,1.619003378,1.556247023,1.646774989,1.626857739,1.548412162,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.400482178,1.504958384,1.549994369,1.511939541,1.415289152,1.508382804,1.551587838,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.337371826,1.464198499,1.549994369,1.509097395,1.352156651,1.517230844,1.552466216,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.497833252,1.50596386,1.712747748,1.567375885,1.459122966,1.714822023,1.662989865,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.576751709,1.617613362,1.712747748,1.714643335,1.538038592,1.714822023,1.727128378,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.631072998,1.678304786,1.743203829,1.725880908,1.59240269,1.751241554,1.748125,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.704681396,1.723789305,1.761458333,1.739687898,1.666057275,1.751241554,1.754358108,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.920318604,1.899569915,1.698727477,1.739231223,1.881759987,1.773885135,1.765878378,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.809906006,1.804016554,1.767376126,1.739231223,1.77127811,1.773885135,1.781891892,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
1.366088867,1.598007997,1.560415544,1.556903585,1.435889877,1.524742015,1.66,1000100001,https://doi.org/10.1016/S1359-6454(01)00274-9
1.285247803,1.408675221,1.713333333,1.487546587,1.343637385,1.524742015,1.54,1000100011,https://doi.org/10.1016/S1359-6454(01)00274-9
1.137969971,1.17987678,1.123928986,1.176279312,1.161080941,1.167431409,0.846086957,1100100011,https://doi.org/10.1109/20.825825
1.132537842,1.168236606,1.204510958,1.205244026,1.118696927,1.16719582,1.188990826,1100100011,https://doi.org/10.1109/20.825825
1.17300415,1.197795064,1.249937739,1.231942428,1.196154553,1.167431409,1.267313218,1100100011,https://doi.org/10.1109/20.825825
1.451812744,0.615263952,0.283333333,0.307,1.618733066,0.283333333,0.19,1100100001,https://link.springer.com/article/10.1007%2Fs00339-014-8729-0
0.750640869,0.474641071,0.283333333,0.307,0.917260832,0.283333333,0.32,1100100001,https://link.springer.com/article/10.1007%2Fs00339-014-8729-0
1.101226807,0.498879642,0.283333333,0.307,1.267996949,0.283333333,0.34,1100100001,https://link.springer.com/article/10.1007%2Fs00339-014-8729-0
1.62600708,1.728086381,1.63979326,1.648249075,1.589942141,1.63979326,1.639961441,1010010010,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
1.51751709,1.602940849,1.62963234,1.617810948,1.505977332,1.63979326,1.619676959,1010010011,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
1.303833008,1.40729896,1.589642476,1.570773721,1.342024899,1.574625235,1.539771786,1010010011,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
1.408172607,1.516227174,1.589642476,1.605745018,1.421410311,1.574625235,1.609478683,1010010011,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
1.568847656,1.658082916,1.63979326,1.648249075,1.545067826,1.63979326,1.659741379,1010010011,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
1.258911133,1.153073533,1.298441558,1.213187812,1.262944971,1.231195474,1.246803069,1100100011,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
1.391540527,1.235511158,1.371970188,1.384854177,1.371692834,1.44406047,1.400255754,1100100011,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
1.467590332,1.259409023,1.371970188,1.456436081,1.421715796,1.517230844,1.511508951,1100100011,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
1.660736084,1.532476405,1.341148358,1.493408679,1.593218701,1.517230844,1.55370844,1100100010,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
1.128112793,0.813499708,1.008632138,0.28250224,1.128414256,0.209163347,0.229083665,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/31/8/31_8_743/_article/-char/ja/
1.216003418,0.980345287,1.008632138,1.129447367,1.216098285,0.959705773,1.249003984,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/31/8/31_8_743/_article/-char/ja/
1.572906494,1.627303714,1.651147611,1.584002801,1.60270773,1.524742015,1.65,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/31/8/31_8_743/_article/-char/ja/
1.303405762,1.146607484,1.474767596,1.379640639,1.303782314,1.524742015,1.547808765,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/31/8/31_8_743/_article/-char/ja/
1.391296387,1.312766907,1.62344146,1.630322214,1.391466344,1.524742015,1.62749004,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/31/8/31_8_743/_article/-char/ja/
1.500976563,1.521945519,1.645196266,1.66676837,1.500611259,1.524742015,1.7,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/31/8/31_8_743/_article/-char/ja/
1.566589355,1.633645828,1.693826586,1.67114293,1.566834402,1.524742015,1.695219124,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/31/8/31_8_743/_article/-char/ja/
1.653991699,1.753092222,1.649059694,1.67114293,1.654518432,1.524742015,1.69123506,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/31/8/31_8_743/_article/-char/ja/
1.749023438,1.648395937,1.621574832,1.639147269,1.749881563,1.524742015,1.7,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/31/8/31_8_743/_article/-char/ja/
0.952819824,0.511127883,0.555776892,0.268693026,0.953046197,0.209163347,0.189243028,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/31/8/31_8_743/_article/-char/ja/
1.182647705,1.142965018,1.206981127,1.383300528,1.249550821,1.517230844,1.452333136,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
1.014312744,0.829129412,0.912569966,0.604319317,1.081197484,0.604171302,0.614969201,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
1.278961182,1.320937817,1.484096982,1.502161837,1.346003253,1.517230844,1.498202683,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
1.101959229,0.991205935,0.912569966,1.065218726,1.168881514,0.959705773,0.670407561,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
0.837310791,0.553284503,0.626380334,0.478287094,0.904075745,0.490158856,0.593764239,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
1.545440674,1.682515409,1.541436728,1.561101831,1.612562702,1.626857739,1.607830563,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
1.366729736,1.448257768,1.504894102,1.506431432,1.433687282,1.508382804,1.501755126,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
1.454376221,1.565196622,1.541436728,1.552474809,1.521371311,1.508382804,1.514724496,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
1.113494873,1.125458324,1.229168798,1.102176071,1.169111227,1.16719582,1.010012788,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.488769531,1.676811034,1.575662801,1.574161244,1.496453183,1.564831571,1.563624327,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.483795166,1.66005433,1.575662801,1.574161244,1.506582855,1.564831571,1.5902429,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.237640381,1.254501482,1.229168798,1.41702432,1.279665595,1.524742015,1.305,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.027984619,0.970193523,0.911941071,0.553840736,1.050625902,0.589948611,0.594055337,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.034667969,0.978615684,0.888876206,0.475272757,1.042249912,0.589948611,0.594055337,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.12979126,1.160787531,1.523354032,1.516154769,1.152339376,1.517230844,1.547712538,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.299713135,1.320503679,1.440008525,1.41702432,1.334942779,1.524742015,1.372493606,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.134765625,1.165879532,1.502085046,1.524132519,1.142209705,1.517230844,1.478517944,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.394439697,1.545793317,1.578828417,1.561504816,1.417145145,1.5717003,1.573121176,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.220855713,1.322413841,1.530080967,1.52250809,1.243530767,1.517230844,1.543831614,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.301422119,1.426950164,1.564736005,1.534047912,1.324200074,1.5717003,1.566386631,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.303375244,1.429202923,1.575792834,1.523684995,1.325953754,1.5717003,1.58398977,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.226074219,1.333990965,1.533619456,1.533383869,1.233401096,1.517230844,1.480024655,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.485931396,1.499059438,1.645196266,1.590316026,1.500774332,1.524742015,1.695025575,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.423858643,1.448042288,1.626040256,1.559229181,1.445497148,1.524742015,1.642531969,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.3046875,1.441567771,1.541137795,1.534047912,1.312316722,1.5717003,1.5770021,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.399414063,1.562550021,1.56995556,1.561504816,1.407015474,1.5717003,1.573121176,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.576416016,1.635120311,1.729859842,1.661496519,1.528381089,1.714822023,1.754347826,1100100010,https://www.nature.com/articles/s41598-018-19665-8
1.636352539,1.722806871,1.708270408,1.756102114,1.609780647,1.732173913,1.745652174,1100110010,https://www.nature.com/articles/s41598-018-19665-8
1.701293945,1.725614342,1.716594203,1.731601476,1.696361815,1.732173913,1.718695652,1100110010,https://www.nature.com/articles/s41598-018-19665-8
1.769287109,1.720668432,1.711380056,1.699672988,1.786397388,1.672986814,1.685434783,1100110010,https://www.nature.com/articles/s41598-018-19665-8
1.844512939,1.736605223,1.685942834,1.678049911,1.883917508,1.672986814,1.672173913,1000110010,https://www.nature.com/articles/s41598-018-19665-8
1.140777588,0.997914647,0.879627569,1.2265241,1.216569966,1.524742015,1.006599942,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.228424072,1.140741198,1.187402434,1.43949513,1.304253996,1.524742015,1.210016992,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.600646973,1.266670371,1.320181801,1.201381958,1.489182361,1.524742015,0.989649385,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.320404053,1.198238033,1.452551255,1.278592821,1.334797137,1.524742015,1.315947615,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.316070557,1.266857201,1.345617998,1.48230217,1.391938025,1.524742015,1.345590368,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.408050537,1.360721484,1.450136074,1.529937732,1.422481166,1.524742015,1.493897385,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.688293457,1.409321459,1.320181801,1.499146268,1.576866391,1.524742015,1.438808073,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.495697021,1.51695436,1.645196266,1.58450591,1.510165196,1.524742015,1.540563223,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.774230957,1.52247594,1.509654182,1.549510258,1.66279674,1.524742015,1.532087944,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.403717041,1.350555361,1.396688334,1.505764938,1.479622054,1.524742015,1.481246633,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.583343506,1.652431822,1.59966016,1.591212609,1.597849225,1.524742015,1.608417257,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.886535645,1.66023208,1.535253853,1.567562789,1.775032297,1.524742015,1.56434493,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.860168457,1.626917682,1.551499801,1.567562789,1.748727088,1.524742015,1.55806653,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.0496521,0.851933952,0.879627569,0.738522551,1.125378576,0.724736174,0.422265774,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.491363525,1.43603082,1.396688334,1.505764938,1.567306084,1.524742015,1.363228,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.949523926,1.742888686,1.535253853,1.567562789,1.838164798,1.524742015,1.483350099,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.67098999,1.765312081,1.606380718,1.591212609,1.685533254,1.524742015,1.560724898,1000100001,https://www.sciencedirect.com/science/article/pii/0304885394905592
1.0546875,1.091534899,1.146666667,1.065035947,1.036235333,1.103333333,1.13,1101100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
1.106781006,1.090911863,1.216666667,1.21290424,1.079538834,1.216666667,1.23,1100100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
1.094818115,1.093032853,1.216666667,1.21290424,1.069266077,1.216666667,1.22,1101100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
1.084503174,1.093014861,1.196666667,1.21290424,1.060720524,1.216666667,1.2,1101100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
1.073638916,1.093709864,1.17,1.114956887,1.051599236,1.09,1.17,1101100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
1.064422607,1.092265885,1.146666667,1.080854274,1.044205152,1.103333333,1.14,1101100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
0.51348877,0.693750271,0.824086334,0.82570414,0.619275954,0.794675941,0.8,1000100111,https://www.sciencedirect.com/science/article/pii/S0921452604009469?via%3Dihub
0.864074707,0.918023587,0.895400371,0.906535356,0.970012072,0.849350557,0.85,1000100111,https://www.sciencedirect.com/science/article/pii/S0921452604009469?via%3Dihub
0.585876465,0.748024331,0.848716876,0.912912097,0.669557176,0.873075314,0.873214286,1100100111,https://www.sciencedirect.com/science/article/pii/S0921452604009469?via%3Dihub
0.688781738,0.822623565,0.974685541,0.929080741,0.794644013,0.870147292,0.885714286,1000100111,https://www.sciencedirect.com/science/article/pii/S0921452604009469?via%3Dihub
0.936462402,0.970865896,0.941213179,0.929542072,1.020293293,0.986819769,0.9875,1100100111,https://www.sciencedirect.com/science/article/pii/S0921452604009469?via%3Dihub
0.761169434,0.880805926,1.065326616,1.121372934,0.844925235,1.155132781,1.155357143,1100100111,https://www.sciencedirect.com/science/article/pii/S0921452604009469?via%3Dihub
1.541748047,1.699801271,1.733641161,1.737104318,1.527029841,1.72519789,1.720448549,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.568115234,1.715569983,1.750351803,1.73736817,1.55333505,1.745976253,1.730474934,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.594482422,1.729086266,1.755277045,1.739190007,1.579640258,1.745976253,1.740501319,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.620605469,1.737066002,1.758619173,1.739190007,1.605945467,1.745976253,1.74525066,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.664550781,1.740180402,1.758619173,1.750857388,1.649787482,1.745976253,1.750527704,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.533111572,1.692218181,1.733641161,1.749786743,1.520211491,1.72519789,1.72994723,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.55947876,1.708131189,1.750351803,1.75056071,1.546516699,1.745976253,1.75,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.585845947,1.721647472,1.755277045,1.752382547,1.572821908,1.745976253,1.75,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.611968994,1.728362388,1.758619173,1.752382547,1.599127117,1.745976253,1.750527704,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.655914307,1.731423466,1.758619173,1.75807478,1.642969132,1.745976253,1.750527704,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.636810303,1.717946683,1.764248021,1.770345213,1.62851406,1.770782585,1.767414248,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.515625,1.683202153,1.683509235,1.692419919,1.500724632,1.66530343,1.660290237,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.506988525,1.675619062,1.683509235,1.698395067,1.493906282,1.66530343,1.670316623,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.648376465,1.726458674,1.764248021,1.771756471,1.63730225,1.770782585,1.774802111,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.59286499,1.715306082,1.767062445,1.760247618,1.584672045,1.770782585,1.770580475,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.604431152,1.723526654,1.767062445,1.761658877,1.593460235,1.770782585,1.780079156,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.566741943,1.71135777,1.764951627,1.760247618,1.558366837,1.770782585,1.769525066,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.540374756,1.697841488,1.760202287,1.760247618,1.532061628,1.770782585,1.760026385,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.499450684,1.671712546,1.700043975,1.721244569,1.4882394,1.714907652,1.719920844,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.514007568,1.681532746,1.740149516,1.750473707,1.505756419,1.74525066,1.739973615,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.578308105,1.717900804,1.764951627,1.761658877,1.567155026,1.770782585,1.775329815,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.52557373,1.688311665,1.740149516,1.750473707,1.514544609,1.74525066,1.750527704,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.551940918,1.704384521,1.760202287,1.761658877,1.540849818,1.770782585,1.770580475,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
1.487884521,1.664933628,1.700043975,1.721244569,1.47945121,1.714907652,1.709894459,1100100010,https://www.sciencedirect.com/science/article/pii/S0925838817321278
